path,slug,title,date,expiryDate,publishDate,draft,permalink
content/post/2018/7/using-ms-word-to-check-latex-documents/index.md,,Using MS Word to Check LaTeX Documents,2018-07-30T21:04:52Z,0001-01-01T00:00:00Z,2018-07-30T21:04:52Z,false,https://nicholasnadeau.com/post/2018/7/using-ms-word-to-check-latex-documents/
content/post/2018/7/testing-python-installs-with-docker/index.md,,Testing Python Packages with Docker,2018-07-30T20:42:57Z,0001-01-01T00:00:00Z,2018-07-30T20:42:57Z,false,https://nicholasnadeau.com/post/2018/7/testing-python-installs-with-docker/
content/post/2018/7/publication-in-iros-2018/index.md,,Publication in the Proceedings of the 2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2018),2018-07-01T09:44:46Z,0001-01-01T00:00:00Z,2018-07-01T09:44:46Z,false,https://nicholasnadeau.com/post/2018/7/publication-in-iros-2018/
content/post/2018/6/big-parenthesis-in-a-latex-equation/index.md,,Big Parenthesis in a LaTeX Equation,2018-06-25T22:13:30Z,0001-01-01T00:00:00Z,2018-06-25T22:13:30Z,false,https://nicholasnadeau.com/post/2018/6/big-parenthesis-in-a-latex-equation/
content/post/2018/6/great-looking-latex-tables/index.md,,Great Looking LaTeX Tables,2018-06-25T22:13:30Z,0001-01-01T00:00:00Z,2018-06-25T22:13:30Z,false,https://nicholasnadeau.com/post/2018/6/great-looking-latex-tables/
content/post/2018/6/my-favourite-latex-packages/index.md,,My Favourite LaTeX Packages,2018-06-25T22:13:30Z,0001-01-01T00:00:00Z,2018-06-25T22:13:30Z,false,https://nicholasnadeau.com/post/2018/6/my-favourite-latex-packages/
content/post/2018/6/stop-latex-floats-and-figures-from-appearing-in-references-section/index.md,,Stop LaTeX Floats and Figures from Appearing in References Section,2018-06-25T22:13:30Z,0001-01-01T00:00:00Z,2018-06-25T22:13:30Z,false,https://nicholasnadeau.com/post/2018/6/stop-latex-floats-and-figures-from-appearing-in-references-section/
content/post/2018/6/recap-movin-on-2018/index.md,,Recap: Movin' On 2018,2018-06-25T11:11:11Z,0001-01-01T00:00:00Z,2018-06-25T11:11:11Z,false,https://nicholasnadeau.com/post/2018/6/recap-movin-on-2018/
content/post/2018/6/adventures-blue-lagoon-iceland/index.md,,"Adventures: Blue Lagoon, Iceland",2018-06-25T00:00:00Z,0001-01-01T00:00:00Z,2018-06-25T00:00:00Z,false,https://nicholasnadeau.com/post/2018/6/adventures-blue-lagoon-iceland/
content/post/2018/6/adventures-gullfoss-iceland/index.md,,"Adventures: Gullfoss, Iceland",2018-06-25T00:00:00Z,0001-01-01T00:00:00Z,2018-06-25T00:00:00Z,false,https://nicholasnadeau.com/post/2018/6/adventures-gullfoss-iceland/
content/post/2018/6/adventures-silfra-snorkeling-iceland/index.md,,"Adventures: Silfra Snorkeling, Iceland",2018-06-25T00:00:00Z,0001-01-01T00:00:00Z,2018-06-25T00:00:00Z,false,https://nicholasnadeau.com/post/2018/6/adventures-silfra-snorkeling-iceland/
content/post/2018/6/adventures-thingvellir-geysir/index.md,,"Adventures: Thingvellir + Geysir, Iceland",2018-06-25T00:00:00Z,0001-01-01T00:00:00Z,2018-06-25T00:00:00Z,false,https://nicholasnadeau.com/post/2018/6/adventures-thingvellir-geysir/
content/post/2018/6/lachine-canal-kayaking-montreal/index.md,,"Lachine Canal Kayaking, Montréal",2018-06-25T00:00:00Z,0001-01-01T00:00:00Z,2018-06-25T00:00:00Z,false,https://nicholasnadeau.com/post/2018/6/lachine-canal-kayaking-montreal/
content/post/2018/6/convert-images-in-a-directory/index.md,,Convert Images in a Directory,2018-06-14T00:00:00Z,0001-01-01T00:00:00Z,2018-06-14T00:00:00Z,false,https://nicholasnadeau.com/post/2018/6/convert-images-in-a-directory/
content/post/2018/6/count-the-number-of-files-in-a-directory/index.md,,Count the Number of Files in a Directory,2018-06-14T00:00:00Z,0001-01-01T00:00:00Z,2018-06-14T00:00:00Z,false,https://nicholasnadeau.com/post/2018/6/count-the-number-of-files-in-a-directory/
content/post/2018/6/count-the-number-of-words-in-a-latex-document/index.md,,Count the Number of Words in a LaTeX Document,2018-06-14T00:00:00Z,0001-01-01T00:00:00Z,2018-06-14T00:00:00Z,false,https://nicholasnadeau.com/post/2018/6/count-the-number-of-words-in-a-latex-document/
content/post/2018/6/recursively-git-reset-all-submodules/index.md,,Recursively Git Reset All Submodules,2018-06-14T00:00:00Z,0001-01-01T00:00:00Z,2018-06-14T00:00:00Z,false,https://nicholasnadeau.com/post/2018/6/recursively-git-reset-all-submodules/
content/post/2018/6/start-a-simple-web-server/index.md,,Start a Simple Web Server,2018-06-14T00:00:00Z,0001-01-01T00:00:00Z,2018-06-14T00:00:00Z,false,https://nicholasnadeau.com/post/2018/6/start-a-simple-web-server/
content/post/2018/5/pybotics/index.md,,Pybotics,2018-05-01T00:00:00Z,0001-01-01T00:00:00Z,2018-05-01T00:00:00Z,false,https://nicholasnadeau.com/post/2018/5/pybotics/
content/post/2018/4/robotics-symposium-2018-recap/index.md,,Robotics Symposium 2018 Recap,2018-04-06T00:00:00Z,0001-01-01T00:00:00Z,2018-04-06T00:00:00Z,false,https://nicholasnadeau.com/post/2018/4/robotics-symposium-2018-recap/
content/post/2018/2/how-to-trigger-a-travis-ci-build-without-admin-privileges/index.md,,How to Trigger a Travis CI Build Without Admin Privileges,2018-02-01T00:00:00Z,0001-01-01T00:00:00Z,2018-02-01T00:00:00Z,false,https://nicholasnadeau.com/post/2018/2/how-to-trigger-a-travis-ci-build-without-admin-privileges/
content/post/2018/1/issue-branch-converter/index.md,,Issue-Branch Converter,2018-01-01T00:00:00Z,0001-01-01T00:00:00Z,2018-01-01T00:00:00Z,false,https://nicholasnadeau.com/post/2018/1/issue-branch-converter/
content/event/2017/11/pycon-canada-2017/index.md,,"Domo arigato, Mr. Roboto: Calibrating Robots with Python",2017-11-19T00:00:00-05:00,0001-01-01T00:00:00Z,2017-11-19T00:00:00-05:00,false,https://nicholasnadeau.com/talk/domo-arigato-mr.-roboto-calibrating-robots-with-python/
content/event/2017/11/robotic-microsurgical-system-for-smallanimal-neurosurgery/index.md,,Characterization of a Robotic Micro-surgical System for Small-animal Neurosurgery,2017-11-06T00:00:00-05:00,0001-01-01T00:00:00Z,2017-11-06T00:00:00-05:00,false,https://nicholasnadeau.com/talk/characterization-of-a-robotic-micro-surgical-system-for-small-animal-neurosurgery/
content/event/2017/10/python-montreal-2017/index.md,,"Domo arigato, Mr. Roboto: Calibrating Robots with Python",2017-10-01T00:00:00-04:00,0001-01-01T00:00:00Z,2017-10-01T00:00:00-04:00,false,https://nicholasnadeau.com/talk/domo-arigato-mr.-roboto-calibrating-robots-with-python/
content/post/2017/8/neuroscience-2017/index.md,,Neuroscience 2017,2017-08-13T00:00:00Z,0001-01-01T00:00:00Z,2017-08-13T00:00:00Z,false,https://nicholasnadeau.com/post/2017/8/neuroscience-2017/
content/post/2017/4/celebrating-researchers-who-ll-shape-canada-s-future-nicholas-nadeau/index.md,,Celebrating researchers who'll shape Canada's future: Nicholas Nadeau,2017-04-10T00:00:00Z,0001-01-01T00:00:00Z,2017-04-10T00:00:00Z,false,https://nicholasnadeau.com/post/2017/4/celebrating-researchers-who-ll-shape-canada-s-future-nicholas-nadeau/
content/publication/nadeau-2017-characterization/index.md,,Characterization of a robotic micro-surgical system for small-animal neurosurgery,2017-01-01T00:00:00Z,0001-01-01T00:00:00Z,2019-11-16T19:04:18Z,false,https://nicholasnadeau.com/publication/nadeau-2017-characterization/
content/event/2016/11/lets-talk-about-neurosurgical-veterinary-robotics/index.md,,Let's Talk About Neurosurgical Veterinary Robotics,2016-11-01T00:00:00-04:00,0001-01-01T00:00:00Z,2016-11-01T00:00:00-04:00,false,https://nicholasnadeau.com/talk/lets-talk-about-neurosurgical-veterinary-robotics/
content/post/2016/8/spotlight-engineering-neuroscience-products/index.md,,Spotlight: Engineering Neuroscience Products,2016-08-22T00:00:00Z,0001-01-01T00:00:00Z,2016-08-22T00:00:00Z,false,https://nicholasnadeau.com/post/2016/8/spotlight-engineering-neuroscience-products/
content/post/2016/5/future-micro-surgical-robot/index.md,,Future Micro-surgical Robot!,2016-05-13T00:00:00Z,0001-01-01T00:00:00Z,2016-05-13T00:00:00Z,false,https://nicholasnadeau.com/post/2016/5/future-micro-surgical-robot/
content/post/2016/5/robotic-arm-to-aid-with-mental-health-treatment/index.md,,Robotic Arm to Aid with Mental Health Treatment,2016-05-13T00:00:00Z,0001-01-01T00:00:00Z,2016-05-13T00:00:00Z,false,https://nicholasnadeau.com/post/2016/5/robotic-arm-to-aid-with-mental-health-treatment/
